"","Label","X","Area","Quadrat","Transect"
"211","IMG_0075.JPG",450,1.191,5,"T450"
"212","IMG_0075.JPG",450,0.98,5,"T450"
"213","IMG_0075.JPG",450,0.844,5,"T450"
"214","IMG_0075.JPG",450,0.74,5,"T450"
"215","IMG_0075.JPG",450,0.659,5,"T450"
"217","IMG_0075.JPG",450,0.584,5,"T450"
"218","IMG_0075.JPG",450,0.571,5,"T450"
"219","IMG_0075.JPG",450,3.625,5,"T450"
"220","IMG_0075.JPG",450,1.74,5,"T450"
"222","IMG_0075.JPG",450,2.134,5,"T450"
"224","IMG_0075.JPG",450,1.889,5,"T450"
"225","IMG_0075.JPG",450,19.979,5,"T450"
"227","IMG_0075.JPG",450,303.732,5,"T450"
"228","IMG_0075.JPG",450,18.896,5,"T450"
"229","IMG_0075.JPG",450,2.296,5,"T450"
"230","IMG_0075.JPG",450,10.13,5,"T450"
"231","IMG_0075.JPG",450,23.163,5,"T450"
"232","IMG_0075.JPG",450,1.264,5,"T450"
"237","IMG_0092.JPG",450,2.807,6,"T450"
"238","IMG_0092.JPG",450,1.534,6,"T450"
"239","IMG_0092.JPG",450,2.28,6,"T450"
"241","IMG_0092.JPG",450,0.922,6,"T450"
"242","IMG_0092.JPG",450,10.993,6,"T450"
"243","IMG_0092.JPG",450,1.591,6,"T450"
"244","IMG_0092.JPG",450,2.511,6,"T450"
"245","IMG_0092.JPG",450,6.402,6,"T450"
"246","IMG_0092.JPG",450,0.913,6,"T450"
"247","IMG_0092.JPG",450,2.897,6,"T450"
"248","IMG_0092.JPG",450,9.781,6,"T450"
"249","IMG_0092.JPG",450,0.98,6,"T450"
"250","IMG_0092.JPG",450,18.067,6,"T450"
"251","IMG_0092.JPG",450,3.312,6,"T450"
"252","IMG_0092.JPG",450,1.454,6,"T450"
"253","IMG_0092.JPG",450,4.348,6,"T450"
"254","IMG_0092.JPG",450,2.736,6,"T450"
"255","IMG_0092.JPG",450,1.868,6,"T450"
"256","IMG_0092.JPG",450,0.801,6,"T450"
"257","IMG_0092.JPG",450,7.388,6,"T450"
"258","IMG_0092.JPG",450,1.352,6,"T450"
"259","IMG_0092.JPG",450,0.66,6,"T450"
"260","IMG_0092.JPG",450,0.581,6,"T450"
"261","IMG_0092.JPG",450,6.095,6,"T450"
"262","IMG_0092.JPG",450,1.302,6,"T450"
"263","IMG_0092.JPG",450,1.184,6,"T450"
"264","IMG_0092.JPG",450,1.735,6,"T450"
"265","IMG_0092.JPG",450,3.208,6,"T450"
"267","IMG_0092.JPG",450,71.592,6,"T450"
"269","IMG_0092.JPG",450,10.661,6,"T450"
"270","IMG_0092.JPG",450,2.16,6,"T450"
"271","IMG_0092.JPG",450,1.204,6,"T450"
"272","IMG_0092.JPG",450,1.845,6,"T450"
"273","IMG_0092.JPG",450,6.852,6,"T450"
"274","IMG_0092.JPG",450,5.021,6,"T450"
"275","IMG_0092.JPG",450,0.912,6,"T450"
"277","IMG_0092.JPG",450,5.136,6,"T450"
"278","IMG_0092.JPG",450,4.105,6,"T450"
"280","IMG_0097.JPG",450,4.881,7,"T450"
"281","IMG_0097.JPG",450,1.889,7,"T450"
"282","IMG_0097.JPG",450,1.851,7,"T450"
"283","IMG_0097.JPG",450,31.701,7,"T450"
"284","IMG_0097.JPG",450,14.016,7,"T450"
"285","IMG_0097.JPG",450,1.486,7,"T450"
"286","IMG_0097.JPG",450,0.641,7,"T450"
"287","IMG_0097.JPG",450,3.173,7,"T450"
"289","IMG_0097.JPG",450,11.3,7,"T450"
"290","IMG_0097.JPG",450,2.005,7,"T450"
"291","IMG_0097.JPG",450,0.716,7,"T450"
"292","IMG_0097.JPG",450,1.08,7,"T450"
"293","IMG_0097.JPG",450,3.602,7,"T450"
"294","IMG_0097.JPG",450,1.637,7,"T450"
"295","IMG_0097.JPG",450,7.157,7,"T450"
"296","IMG_0097.JPG",450,0.826,7,"T450"
"297","IMG_0097.JPG",450,2.027,7,"T450"
"298","IMG_0097.JPG",450,6.564,7,"T450"
"299","IMG_0097.JPG",450,0.787,7,"T450"
"301","IMG_0097.JPG",450,18.597,7,"T450"
"302","IMG_0097.JPG",450,2.543,7,"T450"
"303","IMG_0097.JPG",450,0.651,7,"T450"
"304","IMG_0097.JPG",450,0.86,7,"T450"
"305","IMG_0097.JPG",450,6.947,7,"T450"
"307","IMG_0097.JPG",450,0.658,7,"T450"
"308","IMG_0097.JPG",450,0.537,7,"T450"
"310","IMG_0097.JPG",450,1.282,7,"T450"
"311","IMG_0097.JPG",450,0.716,7,"T450"
"313","IMG_0097.JPG",450,0.613,7,"T450"
"314","IMG_0097.JPG",450,7.414,7,"T450"
"315","IMG_0097.JPG",450,0.827,7,"T450"
"316","IMG_0097.JPG",450,1.562,7,"T450"
"320","IMG_0097.JPG",450,0.798,7,"T450"
"321","IMG_0097.JPG",450,0.912,7,"T450"
"327","IMG_0097.JPG",450,1.708,7,"T450"
"328","IMG_0097.JPG",450,0.991,7,"T450"
"329","IMG_0097.JPG",450,3.307,7,"T450"
"330","IMG_0107.JPG",450,1.225,8,"T450"
"331","IMG_0107.JPG",450,9.723,8,"T450"
"334","IMG_0107.JPG",450,1.331,8,"T450"
"335","IMG_0107.JPG",450,1.085,8,"T450"
"336","IMG_0107.JPG",450,4.44,8,"T450"
"338","IMG_0107.JPG",450,0.598,8,"T450"
"342","IMG_0107.JPG",450,0.905,8,"T450"
"343","IMG_0107.JPG",450,5.916,8,"T450"
"344","IMG_0107.JPG",450,3.481,8,"T450"
"345","IMG_0107.JPG",450,3.821,8,"T450"
"346","IMG_0107.JPG",450,1.242,8,"T450"
"347","IMG_0107.JPG",450,8.471,8,"T450"
"350","IMG_0107.JPG",450,1.334,8,"T450"
"352","IMG_0107.JPG",450,7.484,8,"T450"
"353","IMG_0107.JPG",450,2.976,8,"T450"
"354","IMG_0107.JPG",450,3.803,8,"T450"
"356","IMG_0107.JPG",450,1.272,8,"T450"
"357","IMG_0107.JPG",450,2.479,8,"T450"
"358","IMG_0107.JPG",450,0.926,8,"T450"
"359","IMG_0107.JPG",450,1.906,8,"T450"
"360","IMG_0107.JPG",450,0.771,8,"T450"
"363","IMG_0107.JPG",450,1.853,8,"T450"
"367","IMG_0107.JPG",450,1.531,8,"T450"
"368","IMG_0107.JPG",450,1.915,8,"T450"
"369","IMG_0107.JPG",450,6.488,8,"T450"
"370","IMG_0107.JPG",450,1.458,8,"T450"
"371","IMG_0107.JPG",450,1.205,8,"T450"
"372","IMG_0107.JPG",450,2.676,8,"T450"
"373","IMG_0107.JPG",450,0.546,8,"T450"
"374","IMG_0107.JPG",450,0.886,8,"T450"
"376","IMG_0107.JPG",450,0.529,8,"T450"
"377","IMG_0107.JPG",450,0.951,8,"T450"
"379","IMG_0112.JPG",450,1.656,9,"T450"
"380","IMG_0112.JPG",450,0.855,9,"T450"
"381","IMG_0112.JPG",450,0.936,9,"T450"
"383","IMG_0112.JPG",450,3.47,9,"T450"
"384","IMG_0112.JPG",450,6.523,9,"T450"
"385","IMG_0112.JPG",450,1.257,9,"T450"
"386","IMG_0112.JPG",450,1.253,9,"T450"
"387","IMG_0112.JPG",450,1.269,9,"T450"
"388","IMG_0112.JPG",450,1.359,9,"T450"
"389","IMG_0112.JPG",450,1.488,9,"T450"
"392","IMG_0112.JPG",450,1.917,9,"T450"
"393","IMG_0112.JPG",450,0.631,9,"T450"
"395","IMG_0112.JPG",450,0.57,9,"T450"
"398","IMG_0112.JPG",450,0.541,9,"T450"
"399","IMG_0112.JPG",450,3.525,9,"T450"
"401","IMG_0112.JPG",450,6.221,9,"T450"
"402","IMG_0112.JPG",450,1.142,9,"T450"
"405","IMG_0112.JPG",450,0.635,9,"T450"
"406","IMG_0112.JPG",450,1.84,9,"T450"
"407","IMG_0112.JPG",450,0.943,9,"T450"
"408","IMG_0112.JPG",450,0.537,9,"T450"
"410","IMG_0112.JPG",450,0.751,9,"T450"
"411","IMG_0112.JPG",450,0.578,9,"T450"
"413","IMG_0112.JPG",450,4.549,9,"T450"
"414","IMG_0112.JPG",450,2.96,9,"T450"
"415","IMG_0112.JPG",450,2.898,9,"T450"
"416","IMG_0112.JPG",450,1.284,9,"T450"
"418","IMG_0112.JPG",450,0.867,9,"T450"
"419","IMG_0112.JPG",450,1.573,9,"T450"
"422","IMG_0112.JPG",450,2.62,9,"T450"
"423","IMG_0112.JPG",450,0.545,9,"T450"
"424","IMG_0112.JPG",450,0.596,9,"T450"
"425","IMG_0112.JPG",450,1.059,9,"T450"
"426","IMG_0112.JPG",450,0.636,9,"T450"
"427","IMG_0112.JPG",450,0.805,9,"T450"
"429","IMG_0112.JPG",450,0.501,9,"T450"
"437","IMG_0112.JPG",450,0.768,9,"T450"
"438","IMG_0112.JPG",450,0.887,9,"T450"
"441","IMG_0123.JPG",450,0.754,10,"T450"
"442","IMG_0123.JPG",450,2.795,10,"T450"
"443","IMG_0123.JPG",450,9.262,10,"T450"
"444","IMG_0123.JPG",450,2.928,10,"T450"
"445","IMG_0123.JPG",450,0.694,10,"T450"
"447","IMG_0123.JPG",450,1.909,10,"T450"
"448","IMG_0123.JPG",450,5.478,10,"T450"
"449","IMG_0123.JPG",450,12.661,10,"T450"
"452","IMG_0123.JPG",450,2.177,10,"T450"
"453","IMG_0123.JPG",450,1.087,10,"T450"
"459","IMG_0123.JPG",450,5.422,10,"T450"
"460","IMG_0123.JPG",450,1.374,10,"T450"
"461","IMG_0123.JPG",450,0.764,10,"T450"
"462","IMG_0123.JPG",450,1.125,10,"T450"
"463","IMG_0123.JPG",450,4.498,10,"T450"
"464","IMG_0123.JPG",450,6.628,10,"T450"
"466","IMG_0123.JPG",450,0.83,10,"T450"
"468","IMG_0123.JPG",450,1.309,10,"T450"
"469","IMG_0123.JPG",450,2.582,10,"T450"
"473","IMG_0123.JPG",450,18.341,10,"T450"
"474","IMG_0123.JPG",450,11.253,10,"T450"
"475","IMG_0123.JPG",450,1.335,10,"T450"
"476","IMG_0123.JPG",450,4.615,10,"T450"
"478","IMG_0123.JPG",450,0.674,10,"T450"
"480","IMG_0123.JPG",450,0.797,10,"T450"
"481","IMG_0123.JPG",450,4.624,10,"T450"
"484","IMG_0123.JPG",450,0.712,10,"T450"
"490","IMG_0123.JPG",450,0.86,10,"T450"
"491","IMG_0123.JPG",450,0.746,10,"T450"
"497","IMG_0123.JPG",450,1.877,10,"T450"
"498","IMG_0123.JPG",450,1.689,10,"T450"
"499","IMG_0123.JPG",450,0.564,10,"T450"
"501","IMG_0123.JPG",450,1.274,10,"T450"
"502","IMG_0123.JPG",450,0.539,10,"T450"
"506","IMG_0123.JPG",450,1.161,10,"T450"
"507","IMG_0123.JPG",450,1.637,10,"T450"
"511","IMG_0123.JPG",450,0.939,10,"T450"
"513","IMG_0123.JPG",450,0.502,10,"T450"
"514","IMG_0123.JPG",450,0.507,10,"T450"
"515","IMG_0123.JPG",450,1.017,10,"T450"
"517","IMG_0123.JPG",450,1.307,10,"T450"
"518","IMG_0123.JPG",450,0.574,10,"T450"
"519","IMG_0128.JPG",450,1.094,11,"T450"
"523","IMG_0128.JPG",450,0.966,11,"T450"
"525","IMG_0128.JPG",450,0.778,11,"T450"
"527","IMG_0128.JPG",450,0.501,11,"T450"
"532","IMG_0128.JPG",450,10.691,11,"T450"
"535","IMG_0128.JPG",450,3.378,11,"T450"
"536","IMG_0128.JPG",450,0.803,11,"T450"
"538","IMG_0128.JPG",450,0.944,11,"T450"
"546","IMG_0128.JPG",450,0.533,11,"T450"
"547","IMG_0128.JPG",450,0.506,11,"T450"
"553","IMG_0128.JPG",450,0.895,11,"T450"
"554","IMG_0128.JPG",450,1.875,11,"T450"
"555","IMG_0128.JPG",450,0.505,11,"T450"
"556","IMG_0128.JPG",450,0.682,11,"T450"
"559","IMG_0128.JPG",450,2.397,11,"T450"
"561","IMG_0128.JPG",450,0.89,11,"T450"
"567","IMG_0128.JPG",450,0.807,11,"T450"
"571","IMG_0128.JPG",450,1.143,11,"T450"
"572","IMG_0128.JPG",450,0.736,11,"T450"
"575","IMG_0128.JPG",450,0.544,11,"T450"
"576","IMG_0128.JPG",450,0.908,11,"T450"
"578","IMG_0128.JPG",450,0.715,11,"T450"
"579","IMG_0128.JPG",450,2.069,11,"T450"
"580","IMG_0128.JPG",450,1.365,11,"T450"
"581","IMG_0128.JPG",450,0.597,11,"T450"
"586","IMG_0128.JPG",450,0.702,11,"T450"
"587","IMG_0128.JPG",450,1.338,11,"T450"
"588","IMG_0140.JPG",450,2.447,12,"T450"
"589","IMG_0140.JPG",450,1.208,12,"T450"
"590","IMG_0140.JPG",450,0.667,12,"T450"
"591","IMG_0140.JPG",450,2.521,12,"T450"
"594","IMG_0140.JPG",450,0.801,12,"T450"
"597","IMG_0140.JPG",450,2.809,12,"T450"
"599","IMG_0140.JPG",450,30.077,12,"T450"
"600","IMG_0140.JPG",450,1.899,12,"T450"
"601","IMG_0140.JPG",450,1.142,12,"T450"
"603","IMG_0140.JPG",450,9.813,12,"T450"
"604","IMG_0140.JPG",450,3.463,12,"T450"
"605","IMG_0140.JPG",450,5.336,12,"T450"
"606","IMG_0140.JPG",450,0.623,12,"T450"
"607","IMG_0140.JPG",450,1.681,12,"T450"
"608","IMG_0140.JPG",450,17.916,12,"T450"
"610","IMG_0140.JPG",450,2.545,12,"T450"
"612","IMG_0140.JPG",450,0.838,12,"T450"
"613","IMG_0140.JPG",450,0.844,12,"T450"
"615","IMG_0140.JPG",450,1.821,12,"T450"
"616","IMG_0140.JPG",450,1.123,12,"T450"
"617","IMG_0140.JPG",450,0.694,12,"T450"
"619","IMG_0140.JPG",450,0.702,12,"T450"
"622","IMG_0140.JPG",450,2.044,12,"T450"
"623","IMG_0140.JPG",450,1.548,12,"T450"
"624","IMG_0140.JPG",450,0.763,12,"T450"
"625","IMG_0140.JPG",450,1.007,12,"T450"
"626","IMG_0140.JPG",450,26.068,12,"T450"
"627","IMG_0145.JPG",450,4.852,13,"T450"
"628","IMG_0145.JPG",450,5.655,13,"T450"
"629","IMG_0145.JPG",450,0.975,13,"T450"
"630","IMG_0145.JPG",450,1.324,13,"T450"
"631","IMG_0145.JPG",450,1.754,13,"T450"
"632","IMG_0145.JPG",450,1.278,13,"T450"
"633","IMG_0145.JPG",450,1.259,13,"T450"
"634","IMG_0145.JPG",450,38.541,13,"T450"
"635","IMG_0145.JPG",450,1.068,13,"T450"
"636","IMG_0145.JPG",450,0.628,13,"T450"
"637","IMG_0145.JPG",450,1.235,13,"T450"
"638","IMG_0145.JPG",450,2.568,13,"T450"
"639","IMG_0145.JPG",450,1.259,13,"T450"
"640","IMG_0145.JPG",450,7.346,13,"T450"
"641","IMG_0145.JPG",450,0.838,13,"T450"
"642","IMG_0145.JPG",450,2.338,13,"T450"
"643","IMG_0145.JPG",450,1.599,13,"T450"
"644","IMG_0145.JPG",450,2.161,13,"T450"
"645","IMG_0145.JPG",450,2.6,13,"T450"
"646","IMG_0145.JPG",450,0.723,13,"T450"
"647","IMG_0145.JPG",450,1.44,13,"T450"
"648","IMG_0145.JPG",450,9.31,13,"T450"
"649","IMG_0145.JPG",450,0.739,13,"T450"
"650","IMG_0145.JPG",450,2.28,13,"T450"
"651","IMG_0145.JPG",450,11.531,13,"T450"
"652","IMG_0145.JPG",450,0.93,13,"T450"
"654","IMG_0145.JPG",450,1.758,13,"T450"
"655","IMG_0145.JPG",450,0.912,13,"T450"
"656","IMG_0145.JPG",450,0.627,13,"T450"
"657","IMG_0145.JPG",450,1.617,13,"T450"
"658","IMG_0155.JPG",450,0.557,14,"T450"
"659","IMG_0155.JPG",450,3.875,14,"T450"
"660","IMG_0155.JPG",450,1.325,14,"T450"
"661","IMG_0155.JPG",450,0.844,14,"T450"
"663","IMG_0155.JPG",450,3.187,14,"T450"
"664","IMG_0155.JPG",450,7.726,14,"T450"
"665","IMG_0155.JPG",450,0.812,14,"T450"
"666","IMG_0155.JPG",450,0.621,14,"T450"
"667","IMG_0155.JPG",450,1.228,14,"T450"
"668","IMG_0155.JPG",450,0.674,14,"T450"
"669","IMG_0155.JPG",450,9.402,14,"T450"
"670","IMG_0155.JPG",450,1.538,14,"T450"
"671","IMG_0155.JPG",450,0.603,14,"T450"
"672","IMG_0155.JPG",450,0.845,14,"T450"
"673","IMG_0155.JPG",450,0.966,14,"T450"
"675","IMG_0155.JPG",450,1.714,14,"T450"
"676","IMG_0155.JPG",450,2.493,14,"T450"
"677","IMG_0155.JPG",450,2.36,14,"T450"
"679","IMG_0155.JPG",450,0.501,14,"T450"
"680","IMG_0155.JPG",450,1.772,14,"T450"
"681","IMG_0155.JPG",450,1.103,14,"T450"
"682","IMG_0155.JPG",450,1.437,14,"T450"
"684","IMG_0155.JPG",450,0.6,14,"T450"
"685","IMG_0155.JPG",450,4.097,14,"T450"
"686","IMG_0155.JPG",450,1.214,14,"T450"
"687","IMG_0155.JPG",450,9.664,14,"T450"
"688","IMG_0155.JPG",450,3.188,14,"T450"
"689","IMG_0155.JPG",450,0.773,14,"T450"
"690","IMG_0155.JPG",450,1.227,14,"T450"
"691","IMG_0155.JPG",450,0.568,14,"T450"
"692","IMG_0155.JPG",450,23.743,14,"T450"
"693","IMG_0155.JPG",450,5.806,14,"T450"
"696","IMG_0155.JPG",450,0.526,14,"T450"
"705","IMG_0155.JPG",450,0.727,14,"T450"
"706","IMG_0155.JPG",450,0.88,14,"T450"
"707","IMG_0155.JPG",450,1.251,14,"T450"
"708","IMG_0155.JPG",450,4.86,14,"T450"
"711","IMG_0184.JPG",450,6.085,17,"T450"
"712","IMG_0184.JPG",450,6.4,17,"T450"
"713","IMG_0187.JPG",450,4.777,19,"T450"
"714","IMG_0187.JPG",450,2.145,19,"T450"
"715","IMG_0187.JPG",450,0.814,19,"T450"
"718","IMG_0187.JPG",450,4.479,19,"T450"
"719","IMG_0187.JPG",450,3.754,19,"T450"
"723","IMG_0187.JPG",450,3.636,19,"T450"
"725","IMG_0187.JPG",450,1.848,19,"T450"
"727","IMG_0187.JPG",450,0.682,19,"T450"
"730","IMG_0187.JPG",450,1.805,19,"T450"
"731","IMG_0187.JPG",450,1.7,19,"T450"
"734","IMG_0187.JPG",450,1.387,19,"T450"
"735","IMG_0187.JPG",450,0.714,19,"T450"
"738","IMG_0187.JPG",450,0.736,19,"T450"
"739","IMG_0187.JPG",450,0.903,19,"T450"
"741","IMG_0187.JPG",450,1.889,19,"T450"
"743","IMG_0187.JPG",450,2.921,19,"T450"
"744","IMG_0187.JPG",450,1.292,19,"T450"
"745","IMG_0187.JPG",450,0.849,19,"T450"
"746","IMG_0187.JPG",450,3.379,19,"T450"
"747","IMG_0187.JPG",450,5.489,19,"T450"
"749","IMG_0187.JPG",450,0.926,19,"T450"
"752","IMG_0187.JPG",450,1.152,19,"T450"
"754","IMG_0187.JPG",450,2.224,19,"T450"
"755","IMG_0187.JPG",450,0.613,19,"T450"
"757","IMG_0187.JPG",450,0.552,19,"T450"
"758","IMG_0187.JPG",450,0.558,19,"T450"
"763","IMG_0187.JPG",450,5.772,19,"T450"
"765","IMG_0187.JPG",450,0.561,19,"T450"
"766","IMG_0187.JPG",450,0.59,19,"T450"
"769","IMG_0187.JPG",450,1.24,19,"T450"
"770","IMG_0187.JPG",450,2.086,19,"T450"
"774","IMG_0192.JPG",450,0.506,20,"T450"
"775","IMG_0192.JPG",450,2.325,20,"T450"
"776","IMG_0192.JPG",450,1.928,20,"T450"
"779","IMG_0192.JPG",450,0.869,20,"T450"
"780","IMG_0192.JPG",450,1.621,20,"T450"
"781","IMG_0192.JPG",450,5.365,20,"T450"
"782","IMG_0192.JPG",450,0.757,20,"T450"
"784","IMG_0192.JPG",450,4.647,20,"T450"
"785","IMG_0192.JPG",450,2.206,20,"T450"
"786","IMG_0192.JPG",450,3.901,20,"T450"
"787","IMG_0192.JPG",450,0.616,20,"T450"
"791","IMG_0192.JPG",450,1.137,20,"T450"
"792","IMG_0192.JPG",450,0.587,20,"T450"
"798","IMG_0192.JPG",450,0.643,20,"T450"
